n_document,type_document,date,famille,ligne,reference,designation,quantite,pu_achat,montant_ht,remise,marge
22-07-266,FACTURE,2022-07-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,1.0,0.0,510.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,2.0,85.0,170.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,2.0,85.0,170.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-07-265,FACTURE,2022-07-28,Services,Article,EX1,EXHUMATION 1 CORPS,1.0,0.0,195.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-07-265,FACTURE,2022-07-28,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,AV,AVOIR,1.0,0.0,-517.5,0.0,100.0
22-07-265,FACTURE,2022-07-28,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-609.54,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,375.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-07-265,FACTURE,2022-07-28,Services,Article,CR1M5,CREUSEMENT 1M50,1.0,0.0,350.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,375.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,1.0,0.0,160.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,1.0,0.0,99.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CAV2,CAVEAU 2 CASES,1.0,0.0,1580.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-07-265,FACTURE,2022-07-28,Services,Article,CR1M5,CREUSEMENT 1M50,1.0,0.0,350.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-07-265,FACTURE,2022-07-28,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,1.0,0.0,510.0,0.0,100.0
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-265,FACTURE,2022-07-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-265,FACTURE,2022-07-28,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-07-265,FACTURE,2022-07-28,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,MC,MAITRE DE CEREMONIE,1.0,110.0,110.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-264,FACTURE,2022-07-27,Services,Article,HM,HOUSSE MORTUAIRE,1.0,0.0,75.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,BR,BRANCARDIER,2.0,35.0,70.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,SC,SOINS DE CONSERVATION,1.0,0.0,155.0,0.0,100.0
22-07-264,FACTURE,2022-07-27,Produits,Article,BR,BRANCARDIER,1.0,35.0,35.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Services,Article,HM,HOUSSE MORTUAIRE,1.0,0.0,25.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,TAM,TRANSFERT AVANT MISE EN BIERE,1.0,0.0,115.0,0.0,100.0
22-07-264,FACTURE,2022-07-27,Services,Article,TH,TOILETTE HABILLAGE,1.0,0.0,80.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE,1.0,0.0,115.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-07-264,FACTURE,2022-07-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-263,FACTURE,2022-07-18,Services,Article,FRET,FRET AERIEN jusque 150kg,1.0,0.0,2600.0,0.0,0.0
22-07-263,FACTURE,2022-07-18,Services,Article,TRA,TRANSFERT FUNE VERS CDG ROISSY,1.0,0.0,454.55,0.0,0.0
22-07-263,FACTURE,2022-07-18,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,375.0,0.0,100.0
22-07-263,FACTURE,2022-07-18,Services,Article,FF,FRAIS DE FUNÉRARIUM,1.0,0.0,400.0,0.0,0.0
22-07-263,FACTURE,2022-07-18,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,1.0,0.0,708.33,0.0,100.0
22-07-263,FACTURE,2022-07-18,Services,Article,DEM,DEMARCHES ET FORMALITES ADMINISTRATIVES,1.0,0.0,291.67,0.0,0.0
22-07-263,FACTURE,2022-07-18,Services,Article,HON,HONORAIRES,1.0,0.0,291.67,0.0,0.0
22-07-262,FACTURE,2022-07-18,Produits,Article,CHEV,CHEVALET,1.0,0.0,130.0,0.0,100.0
22-07-262,FACTURE,2022-07-18,Produits,Article,TCI,TRAVAUX CIMETIERE,1.0,0.0,550.0,0.0,100.0
22-07-262,FACTURE,2022-07-18,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,500.0,0.0,100.0
22-07-262,FACTURE,2022-07-18,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,1.0,0.0,240.0,0.0,100.0
22-07-262,FACTURE,2022-07-18,Produits,Article,SR,SOINS REFRIGERANT HABILLAGE ET MISE EN BIERE,1.0,0.0,250.0,0.0,100.0
22-07-262,FACTURE,2022-07-18,Produits,Article,CTE,CERCUEIL TERLEC ZINGUE,1.0,0.0,1190.0,0.0,100.0
22-07-262,FACTURE,2022-07-18,Services,Article,LIVR,LIVRAISON CERCUEIL,1.0,0.0,90.0,0.0,0.0
22-07-262,FACTURE,2022-07-18,Services,Article,DEM,DEMARCHES ET FORMALITES ADMINISTRATIVES,1.0,0.0,400.0,0.0,0.0
22-07-262,FACTURE,2022-07-18,Services,Article,HON,HONORAIRES,1.0,0.0,400.0,0.0,0.0
22-07-261,FACTURE,2022-07-18,Produits,Article,P4,PROMO 4 TOMBALE ET STELE GRANIT TARN Réf : GO707933,1.0,0.0,1865.0,0.0,100.0
22-07-260,FACTURE,2022-07-18,Produits,Article,P5,PROMO 5 STELE P1 TARN SAINT SALVY  REF : GO709050,1.0,0.0,2416.67,0.0,100.0
22-07-259,FACTURE,2022-07-18,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-480.0,0.0,0.0
22-07-259,FACTURE,2022-07-18,Services,Article,FPM,FRAIS DE POSE MONUMENT,1.0,0.0,480.0,0.0,0.0
22-07-259,FACTURE,2022-07-18,Produits,Article,GM,GRAVURE ET MOTIF,1.0,0.0,541.67,0.0,100.0
22-07-259,FACTURE,2022-07-18,Produits,Article,503,MONUMENT EN GRANIT INDIAN DARK N°50304668,1.0,0.0,2619.17,0.0,100.0
22-07-258,FACTURE,2022-07-18,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-1250.0,0.0,0.0
22-07-258,FACTURE,2022-07-18,Services,Article,SEM,SEMELLE,1.0,0.0,250.0,0.0,0.0
22-07-258,FACTURE,2022-07-18,Services,Article,FC,FAUSSE CASE,1.0,0.0,250.0,0.0,0.0
22-07-258,FACTURE,2022-07-18,Services,Article,FPM,FRAIS DE POSE MONUMENT,1.0,0.0,0.0,0.0,0.0
22-07-258,FACTURE,2022-07-18,Produits,Article,GM,GRAVURE ET MOTIF,26.0,0.0,260.0,0.0,100.0
22-07-258,FACTURE,2022-07-18,Produits,Article,LA167,"LANTERNE A167 EN LABRADOR BLEU 16x16x24,5 HT",1.0,0.0,875.0,0.0,100.0
22-07-258,FACTURE,2022-07-18,Produits,Article,M16703,MONUMENT EN GRANIT LABRADOR BLEU REF GO716703,1.0,0.0,3448.33,0.0,100.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,100.0,300.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,MC,MAITRE DE CEREMONIE,1.0,110.0,110.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-257,FACTURE,2022-06-28,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,1.0,80.0,80.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,215.0,215.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,5.0,80.0,400.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,205.0,0.0,-4.88
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,80.0,240.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,105.0,105.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,MC,MAITRE DE CEREMONIE,1.0,110.0,110.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-257,FACTURE,2022-06-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-06-257,FACTURE,2022-06-28,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-230.25,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,,SUPPLEMENT DIMANCHE,1.0,0.0,300.0,0.0,100.0
22-06-256,FACTURE,2022-06-27,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,1.0,0.0,380.0,0.0,100.0
22-06-256,FACTURE,2022-06-27,Produits,Article,,SUPPLEMENT DIMANCHE,1.0,0.0,217.5,0.0,100.0
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-06-256,FACTURE,2022-06-27,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-06-256,FACTURE,2022-06-27,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-255,AVOIR,2022-05-31,Produits,Article,,AVOIR,-1.0,0.0,-30.0,0.0,100.0
22-05-254,AVOIR,2022-05-31,Produits,Article,,AVOIR,-1.0,0.0,-60.0,0.0,100.0
22-05-253,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-253,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-253,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-252,FACTURE,2022-05-31,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-251,AVOIR,2022-05-30,Produits,Article,,AVOIR,1.0,0.0,-1264.58,0.0,100.0
22-05-250,FACTURE,2022-05-30,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,1.0,0.0,380.0,0.0,100.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,375.0,0.0,100.0
22-05-250,FACTURE,2022-05-30,Services,Article,FC,FAUSSE CASE,1.0,0.0,350.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Services,Article,EX1,Exhumation 1 corps,1.0,0.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,1.0,30.0,70.0,0.0,57.14
22-05-250,FACTURE,2022-05-30,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,380.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),2.0,100.0,200.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-05-250,FACTURE,2022-05-30,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-05-250,FACTURE,2022-05-30,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
