N°,Type,Date,Famille,Ligne,Référence,Désignation,Quantité,PU Achat,Montant HT,% Rem,% Marge
N° 22-07-267,FACTURE,29/07/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-07-267,FACTURE,29/07/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-07-267,FACTURE,29/07/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-07-267,FACTURE,29/07/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-07-267,FACTURE,29/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-07-267,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-267,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","100,00","300,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-266,FACTURE,29/07/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,"1,00","0,00","510,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"1,00","100,00","100,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"2,00","85,00","170,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"2,00","85,00","170,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-07-265,FACTURE,28/07/2022,Services,Article,EX1,EXHUMATION 1 CORPS,"1,00","0,00","195,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-07-265,FACTURE,28/07/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,AV,AVOIR,"1,00","0,00","-517,50","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-609,54","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-07-265,FACTURE,28/07/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","350,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,"1,00","0,00","375,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,TAMP,FOURNITURE ET POSE TAMPONS,"1,00","0,00","160,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,DAL97,FOURNITURE ET POSE D'UN JEU DE DALLES 97,"1,00","0,00","99,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CAV2,CAVEAU 2 CASES,"1,00","0,00","1580,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-07-265,FACTURE,28/07/2022,Services,Article,CR1M5,CREUSEMENT 1M50,"1,00","0,00","350,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,DMRC1M50,DEMONTAGE MONUMENT ET REPOSE CREUSEMENT 1M50,"1,00","0,00","510,00","0,00","100,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-265,FACTURE,28/07/2022,Produits,Article,SUR,FRAIS FORFAITAIRE DE ROUTE ET/OU D ENLEVEMENT DU SURPLUS DE TERRE,"1,00","30,00","70,00","0,00","57,14"
N° 22-07-265,FACTURE,28/07/2022,Services,Article,CR2M,CREUSEMENT 2M,"1,00","0,00","380,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","110,00","110,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-264,FACTURE,27/07/2022,Services,Article,HM,HOUSSE MORTUAIRE,"1,00","0,00","75,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,BR,BRANCARDIER,"2,00","35,00","70,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,SC,SOINS DE CONSERVATION,"1,00","0,00","155,00","0,00","100,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,BR,BRANCARDIER,"1,00","35,00","35,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Services,Article,HM,HOUSSE MORTUAIRE,"1,00","0,00","25,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,TAM,TRANSFERT AVANT MISE EN BIERE,"1,00","0,00","115,00","0,00","100,00"
N° 22-07-264,FACTURE,27/07/2022,Services,Article,TH,TOILETTE HABILLAGE,"1,00","0,00","80,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Services,Article,TRAMEB,TRANSPORT AVANT MISE EN BIERE,"1,00","0,00","115,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","110,00","0,00","0,00"
N° 22-07-264,FACTURE,27/07/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-07-263,FACTURE,18/07/2022,Services,Article,FRET,FRET AERIEN jusque 150kg,"1,00","0,00","2600,00","0,00","0,00"
N° 22-07-263,FACTURE,18/07/2022,Services,Article,TRA,TRANSFERT FUNE VERS CDG ROISSY,"1,00","0,00","454,55","0,00","0,00"
N° 22-07-263,FACTURE,18/07/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","375,00","0,00","100,00"
N° 22-07-263,FACTURE,18/07/2022,Services,Article,FF,FRAIS DE FUNÉRARIUM,"1,00","0,00","400,00","0,00","0,00"
N° 22-07-263,FACTURE,18/07/2022,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,"1,00","0,00","708,33","0,00","100,00"
N° 22-07-263,FACTURE,18/07/2022,Services,Article,DEM,DEMARCHES ET FORMALITES ADMINISTRATIVES,"1,00","0,00","291,67","0,00","0,00"
N° 22-07-263,FACTURE,18/07/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","291,67","0,00","0,00"
N° 22-07-262,FACTURE,18/07/2022,Produits,Article,CHEV,CHEVALET,"1,00","0,00","130,00","0,00","100,00"
N° 22-07-262,FACTURE,18/07/2022,Produits,Article,TCI,TRAVAUX CIMETIERE,"1,00","0,00","550,00","0,00","100,00"
N° 22-07-262,FACTURE,18/07/2022,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),"1,00","0,00","500,00","0,00","100,00"
N° 22-07-262,FACTURE,18/07/2022,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,"1,00","0,00","240,00","0,00","100,00"
N° 22-07-262,FACTURE,18/07/2022,Produits,Article,SR,SOINS REFRIGERANT HABILLAGE ET MISE EN BIERE,"1,00","0,00","250,00","0,00","100,00"
N° 22-07-262,FACTURE,18/07/2022,Produits,Article,CTE,CERCUEIL TERLEC ZINGUE,"1,00","0,00","1190,00","0,00","100,00"
N° 22-07-262,FACTURE,18/07/2022,Services,Article,LIVR,LIVRAISON CERCUEIL,"1,00","0,00","90,00","0,00","0,00"
N° 22-07-262,FACTURE,18/07/2022,Services,Article,DEM,DEMARCHES ET FORMALITES ADMINISTRATIVES,"1,00","0,00","400,00","0,00","0,00"
N° 22-07-262,FACTURE,18/07/2022,Services,Article,HON,HONORAIRES,"1,00","0,00","400,00","0,00","0,00"
N° 22-07-261,FACTURE,18/07/2022,Produits,Article,P4,"PROMO 4
TOMBALE ET STELE GRANIT TARN
Réf : GO707933","1,00","0,00","1865,00","0,00","100,00"
N° 22-07-260,FACTURE,18/07/2022,Produits,Article,P5,"PROMO 5
STELE P1 TARN SAINT SALVY 
REF : GO709050","1,00","0,00","2416,67","0,00","100,00"
N° 22-07-259,FACTURE,18/07/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-480,00","0,00","0,00"
N° 22-07-259,FACTURE,18/07/2022,Services,Article,FPM,FRAIS DE POSE MONUMENT,"1,00","0,00","480,00","0,00","0,00"
N° 22-07-259,FACTURE,18/07/2022,Produits,Article,GM,GRAVURE ET MOTIF,"1,00","0,00","541,67","0,00","100,00"
N° 22-07-259,FACTURE,18/07/2022,Produits,Article,503,"MONUMENT EN GRANIT INDIAN DARK
N°50304668","1,00","0,00","2619,17","0,00","100,00"
N° 22-07-258,FACTURE,18/07/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-1250,00","0,00","0,00"
N° 22-07-258,FACTURE,18/07/2022,Services,Article,SEM,SEMELLE,"1,00","0,00","250,00","0,00","0,00"
N° 22-07-258,FACTURE,18/07/2022,Services,Article,FC,FAUSSE CASE,"1,00","0,00","250,00","0,00","0,00"
N° 22-07-258,FACTURE,18/07/2022,Services,Article,FPM,FRAIS DE POSE MONUMENT,"1,00","0,00","0,00","0,00","0,00"
N° 22-07-258,FACTURE,18/07/2022,Produits,Article,GM,GRAVURE ET MOTIF,"26,00","0,00","260,00","0,00","100,00"
N° 22-07-258,FACTURE,18/07/2022,Produits,Article,LA167,"LANTERNE A167 EN LABRADOR BLEU
16x16x24,5 HT","1,00","0,00","875,00","0,00","100,00"
N° 22-07-258,FACTURE,18/07/2022,Produits,Article,M16703,"MONUMENT EN GRANIT LABRADOR BLEU
REF GO716703","1,00","0,00","3448,33","0,00","100,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PHF,PORTEUR (HORS FORFAIT),"3,00","100,00","300,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","110,00","110,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"1,00","80,00","80,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","215,00","215,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"5,00","80,00","400,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","205,00","0,00","-4,88"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","80,00","240,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Services,Article,MC,MAITRE DE CEREMONIE,"1,00","0,00","95,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","105,00","105,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MC,MAITRE DE CEREMONIE,"1,00","110,00","110,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-06-257,FACTURE,28/06/2022,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),"1,00","195,00","195,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Services,Article,REM,REMISE COMMERCIALE,"1,00","0,00","-230,25","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,,SUPPLEMENT DIMANCHE,"1,00","0,00","300,00","0,00","100,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,,SUPPLEMENT DIMANCHE,"1,00","0,00","217,50","0,00","100,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-06-256,FACTURE,27/06/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-255,AVOIR,31/05/2022,Produits,Article,,AVOIR,"-1,00","0,00","-30,00","0,00","100,00"
N° 22-05-254,AVOIR,31/05/2022,Produits,Article,,AVOIR,"-1,00","0,00","-60,00","0,00","100,00"
N° 22-05-253,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-253,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-253,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),"1,00","115,00","115,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,PORT,PORTEUR,"3,00","85,00","255,00","0,00","0,00"
N° 22-05-252,FACTURE,31/05/2022,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,"1,00","215,00","180,00","0,00","-19,44"
N° 22-05-251,AVOIR,30/05/2022,Produits,Article,,AVOIR,"1,00","0,00","-1264,58","0,00","100,00"
N° 22-05-250,FACTURE,30/05/2022,Produits,Article,OFCM,OUVERTURE FERMETURE CAVEAU AVEC MONUMENT,"1,00","0,00","380,00","0,00","100,00"
